portes	NOUN	porte
condition	NOUN	condition
Son	DET	son
elle	PRON	lui
.	PUNCT	.
air	NOUN	air
abord	NOUN	abord
-je	PRON	je
Il	PRON	il
manteau	NOUN	manteau
Nice	PROPN	Nice
ses	DET	son
hein	ADV	hein
blonds	ADJ	blond
son	DET	son
fini	VERB	finir
Promenade	NOUN	promenade
le	DET	le
portait	VERB	porter
dire	VERB	dire
la	DET	le
me	PRON	me
.	PUNCT	.
une	DET	un
timidement	ADV	timidement
Ça	PRON	cela
le	DET	le
a	AUX	avoir
s'	SCONJ	s'
l'	DET	le
,	PUNCT	,
jetai	VERB	jeter
Promenade	NOUN	promenade
dit	VERB	dire
une	DET	un
souffler	VERB	souffler
ici	ADV	ici
orange	NOUN	orange
cuir	NOUN	cuir
Et	CCONJ	et
vent	NOUN	vent
D'	ADP	de
coup	NOUN	coup
blouson	NOUN	blouson
d'	ADP	de
.	PUNCT	.
dû	VERB	devoir
comme	ADP	comme
,	PUNCT	,
à	ADP	à
,	PUNCT	,
--	PUNCT	--
.	PUNCT	.
risquait	VERB	risquer
eut	VERB	avoir
.	PUNCT	.
véritable	ADJ	véritable
le	DET	le
instant	NOUN	instant
gouttes	NOUN	goutte
,	PUNCT	,
.	PUNCT	.
écoutaient	VERB	écouter
,	PUNCT	,
soulagement	NOUN	soulagement
badauds	NOUN	badaud
de	ADP	de
et	CCONJ	et
d'	ADP	de
-je	PRON	je
Mais	CCONJ	mais
qu'	PRON	qu'
la	DET	le
voulait	VERB	vouloir
se	PRON	se
,	PUNCT	,
frissonner	VERB	frissonner
en	PRON	en
se	PRON	se
des	ADP	de
un	DET	un
grand	ADJ	grand
une	DET	un
là	ADV	là
ça	PRON	cela
,	PUNCT	,
demandai	VERB	demander
ça	PRON	cela
bordure	NOUN	bordure
sans	ADP	sans
une	DET	un
à	ADP	à
-il	PRON	il
-je	PRON	je
et	CCONJ	et
Forum	NOUN	forum
premières	ADJ	premier
vous	PRON	vous
?	PUNCT	?
,	PUNCT	,
la	DET	le
La	DET	le
êtes	VERB	être
la	DET	le
si	SCONJ	si
.	PUNCT	.
trop	ADV	trop
--	PUNCT	--
sonnerie	NOUN	sonnerie
tout	ADV	tout
boulevard	NOUN	boulevard
reprendre	VERB	reprendre
me	PRON	me
Il	PRON	il
descendu	VERB	descendre
de	ADP	de
vous	PRON	vous
un	DET	un
de	ADP	de
qu'	PRON	qu'
suivi	VERB	suivre
repris	VERB	reprendre
traversé	VERB	traverser
une	DET	un
--	PUNCT	--
verres	NOUN	verre
serait	AUX	être
.	PUNCT	.
à	ADP	à
,	PUNCT	,
du	ADP	de
se	PRON	se
,	PUNCT	,
a	AUX	avoir
...	PUNCT	...
paquet	NOUN	paquet
rang	NOUN	rang
aux	ADP	à
hommes	NOUN	homme
Il	PRON	il
les	DET	le
autres	PRON	autre
,	PUNCT	,
arborent	VERB	arborer
à	ADP	à
Oui	ADV	oui
charger	VERB	charger
près	ADJ	près
les	DET	le
Comme	ADP	comme
à	ADP	à
.	PUNCT	.
A	ADP	à
-il	PRON	il
plus	ADV	plus
le	DET	le
passant	NOUN	passant
flot	NOUN	flot
vue	NOUN	vue
.	PUNCT	.
le	DET	le
sur	ADP	sur
sur	ADP	sur
parlait	VERB	parler
madame	NOUN	monsieur
teint	NOUN	teint
semblait	VERB	sembler
m'	PRON	me
vous	PRON	vous
à	ADP	à
entre	ADP	entre
la	DET	le
.	PUNCT	.
un	DET	un
que	SCONJ	que
podium	NOUN	podium
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
de	ADP	de
est	AUX	être
la	DET	le
de	ADP	de
Promenade	NOUN	promenade
.	PUNCT	.
et	CCONJ	et
,	PUNCT	,
L'	DET	le
Moi	PRON	moi
madame	NOUN	monsieur
suite	ADV	suite
s'	PRON	se
avec	ADP	avec
tombait	VERB	tomber
revenir	VERB	revenir
me	PRON	me
des	ADP	de
,	PUNCT	,
fait	VERB	faire
grands	ADJ	grand
le	DET	le
et	CCONJ	et
.	PUNCT	.
Forum	NOUN	forum
monde	NOUN	monde
annonçait	VERB	annoncer
C'	PRON	ce
étalage	NOUN	étalage
fit	AUX	faire
dans	ADP	dans
a	AUX	avoir
Je	PRON	je
.	PUNCT	.
.	PUNCT	.
des	ADP	de
un	DET	un
lumière	NOUN	lumière
s'	PRON	se
ai	AUX	avoir
de	ADP	de
à	ADP	à
devenait	VERB	devenir
,	PUNCT	,
coin	NOUN	coin
fine	NOUN	fine
entre	ADP	entre
nous	PRON	nous
plein	ADJ	plein
même	ADJ	même
de	ADP	de
vestes	NOUN	veste
êtes	AUX	être
presque	ADV	presque
Vous	PRON	vous
son	DET	son
Une	DET	un
la	DET	le
sac	NOUN	sac
boire	VERB	boire
me	PRON	me
le	DET	le
de	ADP	de
vers	ADP	vers
circule	VERB	circule
:	PUNCT	:
drôle	ADJ	drôle
nous	PRON	nous
voulez	VERB	vouloir
...	PUNCT	...
gestes	NOUN	geste
j'	PRON	je
et	CCONJ	et
monsieur	NOUN	Monsieur
s'	PRON	se
Le	DET	le
table	NOUN	table
.	PUNCT	.
un	DET	un
prêter	VERB	prêter
la	DET	le
.	PUNCT	.
lui	PRON	lui
--	PUNCT	--
a	AUX	avoir
femme	NOUN	femme
Moi	PRON	moi
d'	ADP	de
--	PUNCT	--
d'	ADP	de
assurance	NOUN	assurance
massive	ADJ	massif
encourageant	ADJ	encourageant
en	ADP	en
je	PRON	je
qu'	PRON	qu'
-je	PRON	je
toujours	ADV	toujours
air	NOUN	air
la	DET	le
et	CCONJ	et
la	DET	le
.	PUNCT	.
sur	ADP	sur
regard	NOUN	regard
des	ADP	de
?	PUNCT	?
un	DET	un
l'	DET	le
propositions	NOUN	proposition
au	ADP	au
J'	PRON	je
sur	ADP	sur
ai	AUX	avoir
baie	NOUN	baie
C'	PRON	ce
,	PUNCT	,
Buffa	PROPN	Buffa
Je	PRON	je
.	PUNCT	.
son	DET	son
de	ADP	de
sentais	VERB	sentir
dans	ADP	dans
il	PRON	il
--	PUNCT	--
stocks	NOUN	stock
côté	NOUN	côté
le	DET	le
de	ADP	de
.	PUNCT	.
surprise	NOUN	surprise
.	PUNCT	.
Gambetta	PROPN	Gambetta
est	AUX	être
y	PRON	y
--	PUNCT	--
but	NOUN	but
fermeture	NOUN	fermeture
de	ADP	de
depuis	ADP	depuis
est	AUX	être
,	PUNCT	,
lui	PRON	lui
Il	PRON	il
coup	NOUN	coup
fini	VERB	finir
--	PUNCT	--
,	PUNCT	,
vers	ADP	vers
drôle	ADJ	drôle
elle	PRON	lui
...	PUNCT	...
ans	NOUN	an
moindre	NOUN	moindre
.	PUNCT	.
,	PUNCT	,
au	ADV	au
...	PUNCT	...
auditoire	NOUN	auditoire
.	PUNCT	.
silence	NOUN	silence
...	PUNCT	...
nous	PRON	nous
pluie	NOUN	pluie
chercher	VERB	chercher
qu'	PRON	qu'
paraissait	VERB	paraître
retarder	VERB	retarder
même	ADJ	même
notre	DET	notre
déposait	VERB	déposer
de	ADP	de
sur	ADP	sur
côté	NOUN	côté
--	PUNCT	--
lui	PRON	lui
écouler	VERB	écouler
--	PUNCT	--
vous	PRON	vous
bandoulière	NOUN	bandoulière
Son	DET	son
de	ADP	de
,	PUNCT	,
De	ADP	de
?	PUNCT	?
Promenade	NOUN	promenade
est	AUX	être
en	PRON	en
.	PUNCT	.
avec	ADP	avec
...	PUNCT	...
métal	NOUN	métal
il	PRON	il
.	PUNCT	.
bien	ADV	bien
se	PRON	se
instant	NOUN	instant
craintif	ADJ	craintif
On	PRON	on
n'	ADV	n'
Vous	PRON	vous
étalage	NOUN	étalage
il	PRON	il
C'	PRON	ce
marchandise	NOUN	marchandise
cet	DET	ce
,	PUNCT	,
à	ADP	à
manière	NOUN	manière
aux	ADP	à
femme	NOUN	femme
plat	ADJ	plat
Alors	ADV	alors
moi	PRON	moi
blanche	ADJ	blanc
Déjà	ADV	déjà
de	ADP	de
son	DET	son
un	DET	un
--	PUNCT	--
par	ADP	par
dans	ADP	dans
?	PUNCT	?
dans	ADP	dans
...	PUNCT	...
Je	PRON	je
il	PRON	il
Moi	PRON	moi
arrêta	VERB	arrêter
jour	NOUN	jour
manteaux	NOUN	manteau
.	PUNCT	.
cigarettes	NOUN	cigarette
détendu	ADJ	détendu
d'	ADP	de
me	PRON	me
voudrais	VERB	vouloir
Il	PRON	il
et	CCONJ	et
Marne	NOUN	marne
,	PUNCT	,
silhouette	NOUN	silhouette
et	CCONJ	et
rouge	ADJ	rouge
étais	AUX	être
premier	ADJ	premier
écoulait	VERB	écouler
jamais	ADV	jamais
du	ADP	de
Anglais	NOUN	anglais
Je	PRON	je
bandoulière	NOUN	bandoulière
Anglais	NOUN	anglais
sept	NUM	sept
--	PUNCT	--
le	DET	le
.	PUNCT	.
me	PRON	me
me	PRON	me
avait	AUX	avoir
n'	ADV	n'
Le	DET	le
Quelle	DET	quel
faire	AUX	faire
ne	ADV	ne
dans	ADP	dans
ai	AUX	avoir
retrouver	VERB	retrouver
,	PUNCT	,
de	ADP	de
en	ADP	en
à	ADP	à
qui	PRON	qui
rouge	ADJ	rouge
intéressant	ADJ	intéressant
--	PUNCT	--
.	PUNCT	.
une	DET	un
plus	ADV	plus
il	PRON	il
ouvrait	VERB	ouvrir
obscènes	ADJ	obscène
se	PRON	se
accrochions	VERB	accrocher
souriait	VERB	sourire
jus	NOUN	jus
et	CCONJ	et
dit	VERB	dire
la	DET	le
,	PUNCT	,
région	NOUN	région
bouclés	ADJ	bouclé
de	ADP	de
Jamais	ADV	jamais
banquette	NOUN	banquette
cheveux	NOUN	cheveu
très	ADV	très
déposait	VERB	déposer
lui	PRON	lui
habite	VERB	habite
poursuivre	VERB	poursuivre
vestes	NOUN	veste
bout	NOUN	bout
,	PUNCT	,
ce	DET	ce
Non	ADV	non
J'	PRON	je
ai	VERB	avoir
par	ADP	par
établir	VERB	établir
de	ADP	de
est	AUX	être
son	DET	son
Le	DET	le
cartables	NOUN	cartable
café	NOUN	café
--	PUNCT	--
d'	ADP	de
de	ADP	de
.	PUNCT	.
possible	ADJ	possible
est	AUX	être
américain	ADJ	américain
.	PUNCT	.
.	PUNCT	.
avons	AUX	avoir
beaucoup	ADV	beaucoup
écoliers	NOUN	écolier
travaille	VERB	travaille
de	ADP	de
nous	PRON	nous
plus	ADV	plus
.	PUNCT	.
podium	NOUN	podium
qu'	SCONJ	que
a	AUX	avoir
.	PUNCT	.
avec	ADP	avec
observait	VERB	observer
fini	ADJ	fini
.	PUNCT	.
aussi	ADV	aussi
et	CCONJ	et
démonter	VERB	démonter
comme	ADP	comme
si	SCONJ	si
laissé	VERB	laisser
La	DET	le
elle	PRON	lui
silhouette	NOUN	silhouette
temps	NOUN	temps
seul	ADJ	seul
vêtements	NOUN	vêtement
.	PUNCT	.
.	PUNCT	.
plus	ADV	plus
le	DET	le
Rien	PRON	rien
s'	PRON	se
rue	NOUN	rue
--	PUNCT	--
Azur	PROPN	Azur
manteaux	NOUN	manteau
assombrissait	VERB	assombrir
changé	VERB	changer
devant	ADP	devant
autour	ADV	autour
Il	PRON	il
commença	VERB	commencer
vous	PRON	vous
tomber	VERB	tomber
le	DET	le
,	PUNCT	,
podium	NOUN	podium
vacillante	ADJ	vacillant
,	PUNCT	,
et	CCONJ	et
envie	NOUN	envie
dure	ADJ	dur
L'	DET	le
timbre	NOUN	timbre
...	PUNCT	...
ne	ADV	ne
-	ADV	-
mettre	VERB	mettre
s'	PRON	se
a	AUX	avoir
revenu	VERB	revenir
Tu	PRON	tu
et	CCONJ	et
--	PUNCT	--
--	PUNCT	--
moment	NOUN	moment
.	PUNCT	.
de	ADP	de
honte	NOUN	honte
--	PUNCT	--
peu	ADV	peu
incertaine	ADJ	incertain
J'	PRON	je
camionnette	NOUN	camionnette
Je	PRON	je
êtes	VERB	être
--	PUNCT	--
verre	NOUN	verre
clients	NOUN	client
ma	DET	mon
allumaient	VERB	allumer
Au	ADP	au
depuis	ADP	depuis
--	PUNCT	--
de	ADP	de
un	DET	un
tandis	ADV	tandis
des	DET	un
,	PUNCT	,
,	PUNCT	,
je	PRON	je
.	PUNCT	.
va	VERB	aller
d'	ADP	de
blonde	ADJ	blond
pour	ADP	pour
.	PUNCT	.
autre	PRON	autre
--	PUNCT	--
.	PUNCT	.
boulevard	NOUN	boulevard
retrouver	VERB	retrouver
de	ADP	de
la	DET	le
vers	ADP	vers
Vous	PRON	vous
ôtait	VERB	ôter
.	PUNCT	.
le	DET	le
vais	VERB	aller
avait	VERB	avoir
du	ADP	de
,	PUNCT	,
perdu	VERB	perdre
.	PUNCT	.
magasin	NOUN	magasin
,	PUNCT	,
autre	NOUN	autre
la	DET	le
travaille	VERB	travaille
la	DET	le
son	DET	son
manière	NOUN	manière
derrière	ADP	derrière
région	NOUN	région
.	PUNCT	.
ciel	NOUN	ciel
,	PUNCT	,
Sa	DET	son
temps	NOUN	temps
.	PUNCT	.
seule	ADJ	seul
de	ADP	de
se	PRON	se
Il	PRON	il
orange	ADJ	orange
côte	NOUN	côte
?	PUNCT	?
était	AUX	être
la	DET	le
-il	PRON	il
plus	ADV	plus
me	PRON	me
aise	NOUN	aise
conversation	NOUN	conversation
mien	PRON	mien
un	DET	un
bougie	NOUN	bougie
avec	ADP	avec
temps	NOUN	temps
métallique	ADJ	métallique
hauteur	NOUN	hauteur
sa	DET	son
et	CCONJ	et
de	ADP	de
cinéma	NOUN	cinéma
au	ADP	au
laisser	VERB	laisser
l'	PRON	l'
,	PUNCT	,
était	AUX	être
Vous	PRON	vous
demi-heure	NOUN	demi-heure
soir	NOUN	soir
début	NOUN	début
oreille	NOUN	oreille
C'	PRON	ce
l'	DET	le
de	ADP	de
de	ADP	de
peu	ADV	peu
badauds	NOUN	badaud
simple	ADJ	simple
.	PUNCT	.
des	ADP	de
au	ADP	au
distance	NOUN	distance
en	ADP	en
s'	PRON	se
une	DET	un
sèche	ADJ	sec
de	ADP	de
c'	PRON	ce
--	PUNCT	--
chose	NOUN	chose
tout	ADJ	tout
dis	VERB	dire
Et	CCONJ	et
l'	DET	le
cintrées	ADJ	cintré
nous	PRON	nous
calme	ADJ	calme
garçon	NOUN	garçon
A	ADP	à
cinquante	NUM	cinquante
je	PRON	je
quelque	DET	quelque
...	PUNCT	...
le	DET	le
vent	NOUN	vent
Il	PRON	il
qui	PRON	qui
du	ADP	de
nous	PRON	nous
,	PUNCT	,
Gambetta	PROPN	Gambetta
peux	VERB	pouvoir
travaillons	VERB	travailler
s'	PRON	se
vitrée	ADJ	vitrer
,	PUNCT	,
dans	ADP	dans
bagout	NOUN	bagout
que	SCONJ	que
--	PUNCT	--
--	PUNCT	--
,	PUNCT	,
un	DET	un
le	DET	le
dit	VERB	dire
trottoir	NOUN	trottoir
occasion	NOUN	occasion
coin	NOUN	coin
Il	PRON	il
étais	VERB	être
eau	NOUN	eau
et	CCONJ	et
cuir	NOUN	cuir
est	AUX	être
C'	PRON	ce
J'	PRON	je
avait	AUX	avoir
grêle	ADJ	grêle
prix	NOUN	prix
.	PUNCT	.
vestes	NOUN	veste
la	DET	le
.	PUNCT	.
plus	ADV	plus
un	PRON	un
les	DET	le
un	DET	un
Nous	PRON	nous
.	PUNCT	.
les	DET	le
Je	PRON	je
glissé	VERB	glisser
de	ADP	de
.	PUNCT	.
croiser	VERB	croiser
la	DET	le
...	PUNCT	...
avais	VERB	avoir
de	ADP	de
tout	ADV	tout
Il	PRON	il
les	DET	le
avait	VERB	avoir
?	PUNCT	?
voulions	VERB	vouloir
.	PUNCT	.
de	ADP	de
elle	PRON	lui
En	ADP	en
ci	PRON	ci
me	PRON	me
-t	PRON	-t
les	DET	le
de	ADP	de
Val-de-Marne	PROPN	Val-de-Marne
yeux	NOUN	oeil
la	DET	le
lui	PRON	lui
,	PUNCT	,
mer	NOUN	mer
,	PUNCT	,
Ça	PRON	cela
Nice	PROPN	Nice
.	PUNCT	.
marche	VERB	marche
camionnette	NOUN	camionnette
dit	VERB	dire
pleut	VERB	pleuvoir
engouffré	VERB	engouffrer
les	DET	le
les	DET	le
dans	ADP	dans
choisi	VERB	choisir
,	PUNCT	,
,	PUNCT	,
détournait	VERB	détourner
marché	VERB	marcher
bordure	NOUN	bordure
en	ADP	en
au	ADP	au
clarté	NOUN	clarté
pensée	NOUN	pensée
,	PUNCT	,
rien	PRON	rien
une	DET	un
voulu	VERB	vouloir
en	ADP	en
m'	PRON	me
endroit	NOUN	endroit
Vous	PRON	vous
...	PUNCT	...
,	PUNCT	,
étalage	NOUN	étalage
l'	PRON	l'
,	PUNCT	,
pluie	NOUN	pluie
vu	VERB	voir
reconnu	VERB	reconnaître
sorte	NOUN	sorte
...	PUNCT	...
son	DET	son
dispersaient	VERB	disperser
de	ADP	de
esquivait	VERB	esquiver
ans	NOUN	an
sac	NOUN	sac
était	AUX	être
.	PUNCT	.
manteau	NOUN	manteau
:	PUNCT	:
Dehors	ADV	dehors
essayait	VERB	essayer
sa	DET	son
Il	PRON	il
ai	AUX	avoir
Puis	CCONJ	puis
de	ADP	de
l'	DET	le
vite	ADV	vite
Mais	CCONJ	mais
homme	NOUN	homme
-t	PRON	-t
Oui	ADV	oui
sac	NOUN	sac
vous	PRON	vous
l'	DET	le
regard	NOUN	regard
autre	ADJ	autre
Antibes	PROPN	Antibes
est	AUX	être
la	DET	le
comme	ADP	comme
Moi	PRON	moi
bonne	ADJ	bon
-	ADV	-
certains	DET	certain
non	ADV	non
Mais	CCONJ	mais
là	ADV	là
table	NOUN	table
regard	NOUN	regard
l'	DET	le
dessous	ADV	dessous
m'	PRON	me
Il	PRON	il
gêné	ADJ	gêné
boulevard	NOUN	boulevard
contraire	NOUN	contraire
pas	ADV	pas
et	CCONJ	et
longtemps	ADV	longtemps
un	DET	un
un	DET	un
s'	PRON	se
dans	ADP	dans
et	CCONJ	et
le	PRON	le
il	PRON	il
d'	ADP	de
la	DET	le
,	PUNCT	,
.	PUNCT	.
de	ADP	de
devriez	VERB	devoir
soupir	NOUN	soupir
comme	ADP	comme
qui	PRON	qui
--	PUNCT	--
sortit	VERB	sortir
au	ADP	au
au	ADP	au
rouillé	VERB	rouiller
ai	AUX	avoir
ce	DET	ce
tenait	VERB	tenir
cause	NOUN	cause
neuf	ADJ	neuf
les	DET	le
voudrais	VERB	vouloir
long	ADV	long
?	PUNCT	?
laissait	VERB	laisser
?	PUNCT	?
...	PUNCT	...
il	PRON	il
plus	ADV	plus
été	AUX	être
...	PUNCT	...
pour	ADP	pour
lui	PRON	lui
son	DET	son
...	PUNCT	...
autre	ADJ	autre
apparences	NOUN	apparence
vous	PRON	vous
gardez	VERB	garder
être	AUX	être
...	PUNCT	...
...	PUNCT	...
de	ADP	de
entiers	ADJ	entier
,	PUNCT	,
faire	AUX	faire
cet	DET	ce
embarrassé	VERB	embarrasser
en	ADP	en
est	AUX	être
--	PUNCT	--
J'	PRON	je
...	PUNCT	...
étais	AUX	être
--	PUNCT	--
--	PUNCT	--
odieux	ADJ	odieux
à	ADP	à
photographique	ADJ	photographique
c'	PRON	ce
--	PUNCT	--
que	SCONJ	que
Si	SCONJ	si
par	ADP	par
il	PRON	il
tous	ADJ	tout
,	PUNCT	,
rester	VERB	rester
je	PRON	je
dans	ADP	dans
la	DET	le
...	PUNCT	...
--	PUNCT	--
Elle	PRON	lui
côté	NOUN	côté
ne	ADV	ne
nous	PRON	nous
j'	PRON	je
plages	NOUN	plage
Vous	PRON	vous
Vous	PRON	vous
projet	NOUN	projet
Décidément	ADV	décidément
votre	DET	votre
Beach	NOUN	beach
ça	PRON	cela
les	DET	le
Pourtant	ADV	pourtant
secouer	VERB	secouer
plus	ADV	plus
un	DET	un
Eh	INTJ	Eh
Et	CCONJ	et
Sylvia	PROPN	Sylvia
l'	DET	le
lui	PRON	lui
pas	ADV	pas
croire	VERB	croire
jamais	ADV	jamais
prendre	VERB	prendre
celui	PRON	celui
elle	PRON	lui
croyais	VERB	croire
ou	CCONJ	ou
...	PUNCT	...
homme	NOUN	homme
ma	DET	mon
installé	VERB	installer
ai	AUX	avoir
avec	ADP	avec
très	ADV	très
Pourquoi	ADV	pourquoi
avez	AUX	avoir
?	PUNCT	?
sept	NUM	sept
la	DET	le
pardonné	VERB	pardonner
Il	PRON	il
...	PUNCT	...
Vous	PRON	vous
mon	DET	mon
projet	NOUN	projet
me	PRON	me
bracelet	NOUN	bracelet
celui	PRON	celui
ne	ADV	ne
île	NOUN	île
avais	AUX	avoir
y	PRON	y
il	PRON	il
piscine	NOUN	piscine
Son	DET	son
et	CCONJ	et
une	DET	un
formulée	VERB	formuler
envie	NOUN	envie
et	CCONJ	et
continue	VERB	continue
ans	NOUN	an
marié	VERB	marier
grave	ADJ	grave
m'	PRON	me
d'	ADP	de
chevaux	NOUN	cheval
choses	NOUN	chose
m'	PRON	me
changé	VERB	changer
Je	PRON	je
vérité	NOUN	vérité
il	PRON	il
que	SCONJ	que
J'	PRON	je
il	PRON	il
avaient	AUX	avoir
voulu	VERB	vouloir
jouer	VERB	jouer
de	ADP	de
nous	PRON	nous
visage	NOUN	visage
utile	ADJ	utile
de	ADP	de
coupé	VERB	couper
entre	ADP	entre
pas	ADV	pas
l'	DET	le
pas	ADV	pas
si	ADV	si
remarque	NOUN	remarque
me	PRON	me
?	PUNCT	?
moi	PRON	moi
bien	ADV	bien
J'	PRON	je
ne	ADV	ne
la	PRON	le
Et	CCONJ	et
plage	NOUN	plage
demi-mot	NOUN	demi-mot
entre	ADP	entre
vous	PRON	vous
Vous	PRON	vous
,	PUNCT	,
douceur	NOUN	douceur
...	PUNCT	...
moquait	VERB	moquer
.	PUNCT	.
avec	ADP	avec
leçon	NOUN	leçon
vois	VERB	voir
espère	VERB	espérer
me	PRON	me
quelques	PRON	quelques
Paris	PROPN	Paris
?	PUNCT	?
courses	NOUN	course
...	PUNCT	...
facile	ADJ	facile
avait	AUX	avoir
cette	DET	ce
aussi	ADV	aussi
vraiment	ADV	vraiment
Il	PRON	il
...	PUNCT	...
ma	DET	mon
Vous	PRON	vous
ma	DET	mon
--	PUNCT	--
Et	CCONJ	et
autre	ADJ	autre
d'	ADP	de
un	DET	un
sens	NOUN	sens
et	CCONJ	et
le	DET	le
gagne	VERB	gagne
lourdes	ADJ	lourd
Je	PRON	je
être	ADV	être
ne	ADV	ne
Je	PRON	je
restaurant	NOUN	restaurant
femme	NOUN	femme
Notre	DET	notre
-	ADV	-
album	NOUN	album
m'	PRON	me
appris	VERB	apprendre
avaient	AUX	avoir
deux	NUM	deux
au	ADP	au
se	PRON	se
fini	VERB	finir
Eh	INTJ	Eh
est	AUX	être
de	ADP	de
?	PUNCT	?
aux	ADP	à
jamais	ADV	jamais
hommes	NOUN	homme
.	PUNCT	.
voulait	VERB	vouloir
de	ADP	de
,	PUNCT	,
confiance	NOUN	confiance
le	DET	le
était	AUX	être
--	PUNCT	--
C'	PRON	ce
aimerais	VERB	aimer
avez	AUX	avoir
va	VERB	aller
étais	AUX	être
ce	PRON	ce
du	ADP	de
affaire	NOUN	affaire
Vous	PRON	vous
.	PUNCT	.
je	PRON	je
-je	PRON	je
choses	NOUN	chose
ponton	NOUN	ponton
rappelait	VERB	rappeler
que	SCONJ	que
la	DET	le
sien	ADJ	sien
,	PUNCT	,
faire	VERB	faire
de	ADP	de
mon	DET	mon
Voilà	VERB	voilà
-	ADJ	-
amour	NOUN	amour
prononcé	VERB	prononcer
montre	NOUN	montre
aurais	AUX	avoir
moins	ADV	moins
l'	PRON	l'
venir	VERB	venir
Il	PRON	il
Ma	DET	mon
était	AUX	être
vous	PRON	vous
Toujours	ADV	toujours
je	PRON	je
peut	VERB	pouvoir
avec	ADP	avec
.	PUNCT	.
des	DET	un
aimait	VERB	aimer
peux	VERB	pouvoir
voulais	VERB	vouloir
...	PUNCT	...
--	PUNCT	--
s'	PRON	se
été	AUX	être
a	VERB	avoir
j'	PRON	je
...	PUNCT	...
portait	VERB	porter
,	PUNCT	,
.	PUNCT	.
fallait	VERB	falloir
n'	ADV	n'
tout	PRON	tout
...	PUNCT	...
et	CCONJ	et
ai	VERB	avoir
J'	PRON	je
Vous	PRON	vous
mes	DET	mon
.	PUNCT	.
.	PUNCT	.
expression	NOUN	expression
m'	PRON	me
parler	VERB	parler
,	PUNCT	,
il	PRON	il
ne	ADV	ne
ça	PRON	cela
je	PRON	je
un	DET	un
Il	PRON	il
je	PRON	je
pans	NOUN	pan
J'	PRON	je
.	PUNCT	.
aurait	AUX	avoir
a	AUX	avoir
qu'	SCONJ	que
assise	VERB	asseoir
un	DET	un
...	PUNCT	...
son	DET	son
si	SCONJ	si
insisté	VERB	insister
.	PUNCT	.
lumière	NOUN	lumière
humour	NOUN	humour
aimait	VERB	aimer
le	DET	le
des	ADP	de
sourire	NOUN	sourire
--	PUNCT	--
moi	PRON	moi
.	PUNCT	.
Il	PRON	il
,	PUNCT	,
des	DET	un
c'	PRON	ce
malaise	NOUN	malaise
qu'	SCONJ	que
y	PRON	y
nous	PRON	nous
marié	VERB	marier
...	PUNCT	...
la	DET	le
malgré	ADP	malgré
propre	ADJ	propre
rappelez	VERB	rappeler
,	PUNCT	,
a	VERB	avoir
était	AUX	être
--	PUNCT	--
Marne	PROPN	Marne
heure	NOUN	heure
chevaux	NOUN	cheval
bandoulière	NOUN	bandoulière
m'	PRON	me
lâche	NOUN	lâche
ça	PRON	cela
ressemblait	VERB	ressembler
portait	VERB	porter
,	PUNCT	,
les	DET	le
.	PUNCT	.
au	ADP	au
me	PRON	me
--	PUNCT	--
visage	NOUN	visage
Entre	ADP	entre
unes	PRON	un
.	PUNCT	.
,	PUNCT	,
dans	ADP	dans
aurait	AUX	avoir
.	PUNCT	.
provocation	NOUN	provocation
a	AUX	avoir
n'	ADV	n'
